7.8	-0.948092	-0.18473	-0.82758	0.682551	-0.465693
7.85	-0.914572	-0.212375	-0.873309	0.671933	-0.466759
7.9	-0.881934	-0.237487	-0.917405	0.660058	-0.46771
7.95	-0.850159	-0.260349	-0.959913	0.647041	-0.468562
8	-0.81922	-0.281204	-1.00087	0.632981	-0.469328
8.05	-0.789088	-0.30026	-1.04033	0.617968	-0.470019
8.1	-0.759728	-0.3177	-1.07832	0.602083	-0.470645
8.15	-0.731106	-0.333681	-1.11487	0.585398	-0.471214
8.2	-0.703188	-0.348341	-1.15003	0.567981	-0.471733
8.25	-0.675938	-0.361799	-1.18383	0.549891	-0.472208
8.3	-0.649323	-0.374162	-1.21629	0.531183	-0.472643
8.35	-0.623311	-0.385522	-1.24746	0.511907	-0.473044
8.4	-0.59787	-0.395962	-1.27735	0.492109	-0.473413
8.45	-0.57297	-0.405555	-1.306	0.471831	-0.473755
8.5	-0.548583	-0.414365	-1.33343	0.451113	-0.474072
8.55	-0.524681	-0.422452	-1.35966	0.429991	-0.474367
8.6	-0.501238	-0.429865	-1.38473	0.408497	-0.474642
8.65	-0.47823	-0.436653	-1.40864	0.386665	-0.474899
8.7	-0.455633	-0.442856	-1.43142	0.364522	-0.475139
8.75	-0.433425	-0.448511	-1.45309	0.342096	-0.475365
8.8	-0.411586	-0.453652	-1.47367	0.319414	-0.475577
8.85	-0.390095	-0.458311	-1.49317	0.296498	-0.475778
8.9	-0.368933	-0.462513	-1.51162	0.273373	-0.475967
8.95	-0.348082	-0.466284	-1.52902	0.250058	-0.476147
9	-0.327526	-0.469645	-1.5454	0.226576	-0.476317
9.05	-0.307247	-0.472618	-1.56076	0.202945	-0.476479
9.1	-0.287231	-0.475221	-1.57513	0.179184	-0.476633
9.15	-0.267463	-0.47747	-1.5885	0.155311	-0.476781
9.2	-0.247929	-0.47938	-1.60089	0.131342	-0.476922
9.25	-0.228615	-0.480964	-1.61233	0.107293	-0.477058
9.3	-0.209508	-0.482236	-1.6228	0.0831817	-0.477188
9.35	-0.190597	-0.483205	-1.63233	0.0590214	-0.477314
9.4	-0.171868	-0.483882	-1.64092	0.0348273	-0.477435
9.45	-0.153311	-0.484276	-1.64859	0.0106135	-0.477553
9.5	-0.134916	-0.484395	-1.65534	-0.0136062	-0.477667
9.55	-0.11667	-0.484245	-1.66117	-0.0378185	-0.477777
9.6	-0.0985649	-0.483833	-1.6661	-0.0620101	-0.477885
9.65	-0.08059	-0.483164	-1.67013	-0.0861683	-0.477991
9.7	-0.0627358	-0.482242	-1.67326	-0.11028	-0.478094
9.75	-0.0449932	-0.481073	-1.67551	-0.134334	-0.478195
9.8	-0.0273531	-0.479659	-1.67688	-0.158317	-0.478295
9.85	-0.00980685	-0.478002	-1.67737	-0.182217	-0.478393
9.9	0.00765414	-0.476105	-1.67699	-0.206022	-0.47849
9.95	0.0250382	-0.47397	-1.67574	-0.229721	-0.478586
10	0.0423535	-0.471596	-1.67362	-0.253301	-0.478681
10.05	0.059608	-0.468984	-1.67064	-0.27675	-0.478776
10.1	0.0768096	-0.466135	-1.6668	-0.300057	-0.478871
10.15	0.0939661	-0.463046	-1.6621	-0.323209	-0.478965
10.2	0.111085	-0.459718	-1.65655	-0.346195	-0.47906
10.25	0.128174	-0.456146	-1.65014	-0.369002	-0.479155
10.3	0.14524	-0.45233	-1.64287	-0.391619	-0.479251
10.35	0.162292	-0.448265	-1.63476	-0.414032	-0.479348
10.4	0.179335	-0.443949	-1.62579	-0.436229	-0.479445
10.45	0.196379	-0.439376	-1.61597	-0.458198	-0.479544
10.5	0.213429	-0.434541	-1.6053	-0.479925	-0.479645
10.55	0.230493	-0.42944	-1.59378	-0.501397	-0.479748
10.6	0.247579	-0.424064	-1.5814	-0.5226	-0.479853
10.65	0.264693	-0.418409	-1.56816	-0.543521	-0.47996
10.7	0.281844	-0.412464	-1.55407	-0.564144	-0.48007
10.75	0.299038	-0.406223	-1.53912	-0.584455	-0.480183
10.8	0.316284	-0.399674	-1.52331	-0.604439	-0.480299
10.85	0.333588	-0.392808	-1.50663	-0.624079	-0.480419
10.9	0.350958	-0.385613	-1.48908	-0.64336	-0.480543
10.95	0.368402	-0.378076	-1.47066	-0.662264	-0.480672
11	0.385927	-0.370184	-1.45136	-0.680773	-0.480806
11.05	0.403541	-0.361922	-1.43119	-0.698869	-0.480946
11.1	0.421253	-0.353273	-1.41012	-0.716533	-0.481092
11.15	0.43907	-0.34422	-1.38817	-0.733744	-0.481244
11.2	0.457	-0.334742	-1.36532	-0.750481	-0.481404
11.25	0.475051	-0.32482	-1.34157	-0.766722	-0.481572
11.3	0.493233	-0.314429	-1.31691	-0.782443	-0.481748
11.35	0.511552	-0.303545	-1.29133	-0.79762	-0.481935
11.4	0.530017	-0.292139	-1.26483	-0.812227	-0.482132
11.45	0.548637	-0.280182	-1.2374	-0.826236	-0.482341
11.5	0.56742	-0.26764	-1.20902	-0.839618	-0.482563
11.55	0.586375	-0.254477	-1.17971	-0.852342	-0.482799
11.6	0.605508	-0.240653	-1.14943	-0.864375	-0.483051
11.65	0.624829	-0.226124	-1.11819	-0.875681	-0.483321
11.7	0.644344	-0.210841	-1.08597	-0.886223	-0.48361
11.75	0.664061	-0.194751	-1.05277	-0.895961	-0.48392
11.8	0.683986	-0.177794	-1.01857	-0.90485	-0.484255
11.85	0.704123	-0.159905	-0.983363	-0.912846	-0.484617
11.9	0.724478	-0.141009	-0.947139	-0.919896	-0.485008
11.95	0.745053	-0.121026	-0.909886	-0.925947	-0.485434
12	0.765848	-0.0998646	-0.871594	-0.930941	-0.485897
12.05	0.78686	-0.0774216	-0.832251	-0.934812	-0.486403
12.1	0.808084	-0.0535824	-0.791847	-0.937491	-0.486958
12.15	0.829508	-0.0282172	-0.750371	-0.938902	-0.487567
12.2	0.851117	-0.00117935	-0.707815	-0.938961	-0.48824
12.25	0.872885	0.0276975	-0.664171	-0.937576	-0.488984
12.3	0.894778	0.0586026	-0.619432	-0.934646	-0.489811
12.35	0.916748	0.0917523	-0.573595	-0.930058	-0.490732
12.4	0.938729	0.127394	-0.526658	-0.923688	-0.491763
12.45	0.960635	0.165814	-0.478627	-0.915398	-0.492921
12.5	0.982347	0.207339	-0.429509	-0.905031	-0.494228
12.55	1.00371	0.25235	-0.379324	-0.892413	-0.495708
12.6	1.02451	0.301288	-0.328098	-0.877349	-0.497391
12.65	1.04447	0.354665	-0.275875	-0.859616	-0.499314
12.7	1.06322	0.413077	-0.222714	-0.838962	-0.501517
12.75	1.08024	0.477216	-0.168702	-0.815101	-0.50405
12.8	1.09487	0.547884	-0.113958	-0.787707	-0.50697
12.85	1.10617	0.626001	-0.0586499	-0.756407	-0.510338
12.9	1.11289	0.712608	-0.00300564	-0.720776	-0.514218
12.95	1.11329	0.808849	0.0526587	-0.680334	-0.518661
13	1.105	0.91591	0.107909	-0.634538	-0.523684
13.05	1.08477	1.03489	0.162147	-0.582794	-0.529223
13.1	1.04814	1.16653	0.214554	-0.524467	-0.535043
13.15	0.989184	1.31065	0.264013	-0.458935	-0.540586
13.2	0.900243	1.46526	0.309026	-0.385672	-0.544741
13.25	0.772234	1.62501	0.347637	-0.304422	-0.545588
13.3	0.596066	1.77928	0.377441	-0.215457	-0.54036
13.35	0.366172	1.91051	0.395749	-0.119932	-0.526174
13.4	0.0863433	1.99532	0.400066	-0.0201659	-0.502045
13.45	-0.224866	2.011	0.388823	0.0803843	-0.471255
13.5	-0.535467	1.94679	0.36205	0.177724	-0.441072
13.55	-0.811394	1.81134	0.32148	0.268291	-0.418549
13.6	-1.03034	1.62862	0.269963	0.349722	-0.406475
13.65	-1.18687	1.42584	0.210619	0.421014	-0.403387
13.7	-1.28782	1.22406	0.146228	0.482217	-0.406116
13.75	-1.34496	1.03562	0.0789803	0.533998	-0.411798
13.8	-1.37007	0.865878	0.0104771	0.577292	-0.418528
13.85	-1.37279	0.715922	-0.0581623	0.613088	-0.425252
13.9	-1.36034	0.584675	-0.126179	0.642322	-0.431475
13.95	-1.33784	0.470177	-0.193071	0.665831	-0.437017
14	-1.30887	0.370258	-0.258515	0.684344	-0.441856
14.05	-1.27585	0.282856	-0.322307	0.698487	-0.446041
14.1	-1.24045	0.206137	-0.38433	0.708793	-0.449647
14.15	-1.20379	0.138525	-0.44452	0.71572	-0.452754
14.2	-1.16663	0.0786893	-0.502851	0.719654	-0.455436
14.25	-1.12947	0.0255135	-0.559325	0.72093	-0.457759
14.3	-1.09266	-0.0219348	-0.613958	0.719833	-0.459778
14.35	-1.05641	-0.0644351	-0.666778	0.716611	-0.461541
14.4	-1.02086	-0.10264	-0.717821	0.711479	-0.463087
14.45	-0.986097	-0.137098	-0.767126	0.704624	-0.464448
14.5	-0.952158	-0.168273	-0.814734	0.696211	-0.465653
14.55	-0.919061	-0.196555	-0.860687	0.686383	-0.466723
14.6	-0.886805	-0.222279	-0.905027	0.675269	-0.467678
14.65	-0.855375	-0.245729	-0.947796	0.662983	-0.468533
14.7	-0.824751	-0.267151	-0.989034	0.649625	-0.469302
14.75	-0.794904	-0.286755	-1.02878	0.635287	-0.469996
14.8	-0.765805	-0.304724	-1.06707	0.620051	-0.470624
14.85	-0.737421	-0.321217	-1.10394	0.60399	-0.471195
14.9	-0.70972	-0.336373	-1.13943	0.587172	-0.471716
14.95	-0.68267	-0.350313	-1.17356	0.569656	-0.472192
15	-0.656238	-0.363143	-1.20637	0.551499	-0.472628
15.05	-0.630393	-0.374958	-1.23789	0.532751	-0.47303
15.1	-0.605106	-0.385841	-1.26815	0.513459	-0.473401
15.15	-0.580346	-0.395866	-1.29716	0.493666	-0.473743
15.2	-0.556088	-0.405098	-1.32497	0.473411	-0.474061
15.25	-0.532303	-0.413596	-1.35158	0.452731	-0.474357
15.3	-0.508968	-0.421413	-1.37703	0.43166	-0.474632
15.35	-0.486058	-0.428594	-1.40133	0.410231	-0.47489
15.4	-0.463551	-0.435183	-1.42451	0.388471	-0.475131
15.45	-0.441425	-0.441217	-1.44658	0.366411	-0.475357
15.5	-0.419659	-0.44673	-1.46757	0.344074	-0.47557
15.55	-0.398234	-0.451753	-1.48748	0.321486	-0.475771
15.6	-0.377132	-0.456314	-1.50633	0.298671	-0.475961
15.65	-0.356335	-0.460438	-1.52415	0.275649	-0.47614
15.7	-0.335826	-0.464147	-1.54094	0.252441	-0.476311
15.75	-0.315589	-0.467462	-1.55672	0.229068	-0.476473
15.8	-0.295609	-0.470402	-1.5715	0.205548	-0.476628
15.85	-0.275872	-0.472984	-1.5853	0.181899	-0.476776
15.9	-0.256363	-0.475222	-1.59811	0.158138	-0.476917
15.95	-0.23707	-0.477131	-1.60997	0.134281	-0.477053
16	-0.217979	-0.478723	-1.62087	0.110345	-0.477184
16.05	-0.199079	-0.48001	-1.63082	0.0863447	-0.477309
16.1	-0.180358	-0.481001	-1.63984	0.0622947	-0.477431
16.15	-0.161804	-0.481706	-1.64793	0.0382094	-0.477548
16.2	-0.143407	-0.482133	-1.6551	0.0141027	-0.477663
16.25	-0.125157	-0.482288	-1.66136	-0.0100117	-0.477773
16.3	-0.107043	-0.482179	-1.66671	-0.0341206	-0.477882
16.35	-0.0890549	-0.481811	-1.67116	-0.0582112	-0.477987
16.4	-0.0711842	-0.481188	-1.67472	-0.0822706	-0.47809
16.45	-0.0534212	-0.480316	-1.67739	-0.106286	-0.478192
16.5	-0.0357572	-0.479196	-1.67918	-0.130246	-0.478291
16.55	-0.0181833	-0.477833	-1.68009	-0.154138	-0.47839
16.6	-0.000691084	-0.476228	-1.68012	-0.177949	-0.478487
16.65	0.0167278	-0.474384	-1.67929	-0.201668	-0.478583
16.7	0.0340815	-0.4723	-1.67758	-0.225283	-0.478678
16.75	0.051378	-0.469977	-1.67501	-0.248782	-0.478773
16.8	0.0686252	-0.467415	-1.67158	-0.272153	-0.478867
16.85	0.0858308	-0.464614	-1.66729	-0.295384	-0.478962
16.9	0.103003	-0.461572	-1.66214	-0.318462	-0.479057
16.95	0.120148	-0.458287	-1.65613	-0.341377	-0.479152
17	0.137275	-0.454756	-1.64927	-0.364114	-0.479247
17.05	0.15439	-0.450978	-1.64155	-0.386663	-0.479344
17.1	0.171501	-0.446947	-1.63298	-0.409011	-0.479442
17.15	0.188616	-0.44266	-1.62355	-0.431144	-0.479541
17.2	0.205742	-0.438113	-1.61326	-0.453049	-0.479642
17.25	0.222886	-0.433298	-1.60211	-0.474714	-0.479744
17.3	0.240055	-0.428211	-1.59011	-0.496125	-0.479849
17.35	0.257258	-0.422843	-1.57725	-0.517267	-0.479956
17.4	0.274502	-0.417188	-1.56352	-0.538126	-0.480066
17.45	0.291793	-0.411237	-1.54893	-0.558688	-0.480179
17.5	0.30914	-0.40498	-1.53348	-0.578937	-0.480295
17.55	0.326551	-0.398407	-1.51715	-0.598858	-0.480415
17.6	0.344033	-0.391506	-1.49995	-0.618433	-0.480539
17.65	0.361593	-0.384266	-1.48187	-0.637646	-0.480668
17.7	0.379241	-0.376672	-1.46291	-0.65648	-0.480802
17.75	0.396984	-0.36871	-1.44306	-0.674915	-0.480941
17.8	0.414829	-0.360364	-1.42231	-0.692933	-0.481086
17.85	0.432787	-0.351615	-1.40068	-0.710514	-0.481239
17.9	0.450864	-0.342445	-1.37813	-0.727637	-0.481398
17.95	0.469069	-0.332833	-1.35468	-0.744278	-0.481565
18	0.487411	-0.322756	-1.33031	-0.760416	-0.481742
18.05	0.505899	-0.312188	-1.30501	-0.776025	-0.481928
18.1	0.524542	-0.301102	-1.27879	-0.79108	-0.482125
18.15	0.543347	-0.289469	-1.25162	-0.805554	-0.482333
18.2	0.562325	-0.277254	-1.2235	-0.819417	-0.482555
18.25	0.581484	-0.264423	-1.19443	-0.832638	-0.48279
18.3	0.600832	-0.250936	-1.16439	-0.845185	-0.483042
18.35	0.620378	-0.236747	-1.13337	-0.857022	-0.483311
18.4	0.640131	-0.221811	-1.10136	-0.868112	-0.483599
18.45	0.660099	-0.206072	-1.06836	-0.878416	-0.483909
18.5	0.680288	-0.189473	-1.03434	-0.88789	-0.484243
18.55	0.700705	-0.171946	-0.999307	-0.896487	-0.484603
18.6	0.721355	-0.153421	-0.963239	-0.904158	-0.484994
18.65	0.742243	-0.133814	-0.926127	-0.910849	-0.485418
18.7	0.763369	-0.113036	-0.887959	-0.916501	-0.48588
18.75	0.784734	-0.0909846	-0.848722	-0.92105	-0.486384
18.8	0.806334	-0.0675445	-0.808405	-0.924427	-0.486937
18.85	0.828159	-0.0425868	-0.766997	-0.926556	-0.487545
18.9	0.850196	-0.0159653	-0.724487	-0.927355	-0.488215
18.95	0.872423	0.012486	-0.680866	-0.92673	-0.488956
19	0.89481	0.0429562	-0.636126	-0.924583	-0.48978
19.05	0.917311	0.0756612	-0.59026	-0.9208	-0.490697
19.1	0.939867	0.110849	-0.543267	-0.915257	-0.491724
19.15	0.962396	0.148803	-0.495147	-0.907817	-0.492878
19.2	0.984786	0.189853	-0.445908	-0.898324	-0.494179
19.25	1.00689	0.23438	-0.395563	-0.886605	-0.495652
19.3	1.0285	0.282826	-0.344138	-0.872464	-0.497328
19.35	1.04936	0.335703	-0.29167	-0.855679	-0.49924
19.4	1.0691	0.393612	-0.238215	-0.835998	-0.501433
19.45	1.08723	0.457248	-0.183854	-0.813136	-0.503953
19.5	1.1031	0.52742	-0.128699	-0.786765	-0.506859
19.55	1.1158	0.605058	-0.072909	-0.756512	-0.51021
19.6	1.1241	0.69122	-0.016704	-0.721951	-0.51407
19.65	1.12632	0.787073	0.039612	-0.682597	-0.518492
19.7	1.12012	0.893844	0.0956182	-0.637905	-0.523495
19.75	1.10231	1.01269	0.150734	-0.587271	-0.529019
19.8	1.06849	1.14443	0.204158	-0.530049	-0.534836
19.85	1.01279	1.28905	0.254798	-0.465596	-0.540404
19.9	0.927584	1.44475	0.301177	-0.393359	-0.544636
19.95	0.803739	1.6065	0.341364	-0.313033	-0.545644
20	0.631953	1.76403	0.372962	-0.224832	-0.540686
20.05	0.406162	1.90015	0.39327	-0.129824	-0.526855
20.1	0.129337	1.99153	0.399737	-0.0302479	-0.503054
20.15	-0.180906	2.01501	0.390691	0.0705024	-0.472392
20.2	-0.493102	1.95867	0.366036	0.168436	-0.442049
20.25	-0.772873	1.82993	0.327393	0.259932	-0.419175
20.3	-0.996957	1.65202	0.277545	0.342533	-0.406734
20.35	-1.15891	1.45214	0.219599	0.41514	-0.403378
20.4	-1.26491	1.25176	0.156354	0.477728	-0.405953
20.45	-1.32646	1.06369	0.0900308	0.530913	-0.411569
20.5	-1.35529	0.893688	0.0222664	0.575597	-0.418283
20.55	-1.36111	0.743111	-0.0457893	0.612753	-0.425019
20.6	-1.35125	0.611051	-0.113352	0.643305	-0.431264
20.65	-1.33091	0.495648	-0.179897	0.668088	-0.436832
20.7	-1.30375	0.394792	-0.245085	0.687827	-0.441695
20.75	-1.27228	0.306454	-0.308699	0.70315	-0.445902
20.8	-1.23819	0.22882	-0.370608	0.714591	-0.449527
20.85	-1.20267	0.160322	-0.430742	0.722607	-0.452651
20.9	-1.16649	0.0996348	-0.489067	0.727589	-0.455347
20.95	-1.1302	0.0456428	-0.545577	0.729871	-0.457681
21	-1.09415	-0.00258664	-0.600284	0.729742	-0.45971
21.05	-1.05858	-0.0458342	-0.653213	0.72745	-0.461482
21.1	-1.02363	-0.0847543	-0.704394	0.723212	-0.463035
21.15	-0.989398	-0.119898	-0.753864	0.717218	-0.464403
21.2	-0.95594	-0.151729	-0.801661	0.709631	-0.465612
21.25	-0.923278	-0.180642	-0.847825	0.700599	-0.466687
21.3	-0.891415	-0.206972	-0.892396	0.69025	-0.467646
21.35	-0.860342	-0.231006	-0.935413	0.6787	-0.468504
